AttendanceID,StudentID,CourseID,Date,Status
A01387,S110,C011,2025-06-23,Present
A01388,S031,C019,2025-05-20,Present
A01389,S055,C002,2025-06-01,Present
A01390,S017,C004,2025-03-12,Present
A01391,S107,C006,2025-06-28,Present
A01392,S043,C015,2025-03-04,Absent
A01393,S011,C005,2025-01-26,Present
A01394,S162,C020,2025-04-07,Present
A01395,S005,C016,2025-01-21,Present
A01396,S046,C003,2025-06-30,Present
A01397,S073,C014,2025-06-27,Present
A01398,S198,C016,2025-06-27,Present
A01399,S037,C009,2025-05-14,Present
A01400,S062,C006,2025-06-06,Present
A01401,S153,C006,2025-05-08,Present
A01402,S023,C010,2025-03-31,Present
A01403,S143,C008,2025-02-19,Present
A01404,S136,C004,2025-06-08,Present
A01405,S195,C018,2025-05-10,Present
A01406,S198,C007,2025-03-12,Present
A01407,S029,C005,2025-06-25,Present
A01408,S122,C016,2025-02-15,Present
A01409,S012,C002,2025-06-15,Present
A01410,S054,C014,2025-03-06,Present
A01411,S195,C015,2025-01-12,Present
A01412,S014,C018,2025-02-15,Present
A01413,S008,C016,2025-05-12,Present
A01414,S061,C015,2025-06-01,Present
A01415,S108,C007,2025-06-23,Absent
A01416,S059,C004,2025-03-25,Present
A01417,S061,C014,2025-02-21,Present
A01418,S057,C003,2025-05-01,Present
A01419,S014,C014,2025-02-07,Present
A01420,S157,C015,2025-02-15,Present
A01421,S035,C015,2025-02-19,Present
A01422,S070,C007,2025-03-27,Present
A01423,S178,C019,2025-01-16,Present
A01424,S029,C015,2025-04-28,Present
A01425,S195,C011,2025-02-26,Absent
A01426,S155,C006,2025-06-13,Absent
A01427,S044,C019,2025-05-22,Absent
A01428,S023,C014,2025-05-14,Present
A01429,S056,C019,2025-05-02,Present
A01430,S072,C001,2025-04-20,Present
A01431,S064,C008,2025-03-25,Present
A01432,S057,C019,2025-02-08,Absent
A01433,S002,C014,2025-01-12,Present
A01434,S121,C017,2025-01-09,Present
A01435,S101,C016,2025-06-28,Present
A01436,S116,C016,2025-03-03,Present
A01437,S193,C001,2025-06-27,Present
A01438,S056,C005,2025-04-02,Present
A01439,S166,C003,2025-01-05,Present
A01440,S079,C006,2025-06-30,Present
A01441,S147,C019,2025-01-07,Absent
A01442,S119,C005,2025-06-30,Present
A01443,S095,C015,2025-06-30,Present
A01444,S161,C003,2025-04-09,Absent
A01445,S086,C017,2025-01-09,Present
A01446,S193,C009,2025-06-28,Absent
A01447,S139,C019,2025-02-23,Present
A01448,S021,C020,2025-03-27,Present
A01449,S015,C017,2025-06-22,Present
A01450,S014,C004,2025-04-09,Present
A01451,S159,C002,2025-04-04,Present
A01452,S166,C018,2025-06-30,Present
A01453,S182,C007,2025-02-05,Absent
A01454,S062,C018,2025-01-30,Present
A01455,S189,C019,2025-06-29,Present
A01456,S191,C008,2025-03-24,Present
A01457,S069,C017,2025-06-24,Present
A01458,S014,C003,2025-04-06,Present
A01459,S125,C017,2025-05-15,Present
A01460,S121,C018,2025-06-23,Present
A01461,S075,C015,2025-06-08,Present
A01462,S173,C003,2025-02-18,Absent
A01463,S118,C003,2025-01-21,Present
A01464,S046,C010,2025-01-20,Present
A01465,S071,C004,2025-06-28,Present
A01466,S039,C007,2025-05-14,Absent
A01467,S006,C010,2025-04-17,Absent
A01468,S139,C005,2025-05-02,Present
A01469,S114,C001,2025-03-16,Present
A01470,S006,C008,2025-05-14,Present
A01471,S106,C019,2025-03-29,Present
A01472,S084,C016,2025-06-01,Present
A01473,S136,C018,2025-04-24,Present
A01474,S146,C005,2025-03-20,Present
A01475,S067,C008,2025-05-04,Present
A01476,S074,C002,2025-02-07,Present
A01477,S117,C006,2025-06-08,Absent
A01478,S183,C018,2025-03-15,Present
A01479,S045,C005,2025-02-11,Present
A01480,S011,C011,2025-05-28,Present
A01481,S067,C012,2025-02-17,Present
A01482,S182,C002,2025-06-20,Present
A01483,S089,C005,2025-04-06,Present
A01484,S042,C018,2025-03-19,Present
A01485,S007,C013,2025-05-08,Present
A01486,S118,C011,2025-02-09,Present
A01487,S190,C018,2025-05-10,Present
A01488,S181,C010,2025-05-02,Absent
A01489,S194,C019,2025-06-20,Present
A01490,S145,C015,2025-03-28,Present
A01491,S188,C016,2025-01-11,Present
A01492,S142,C004,2025-03-20,Present
A01493,S159,C008,2025-04-25,Present
A01494,S084,C002,2025-06-05,Present
A01495,S150,C017,2025-02-26,Present
A01496,S197,C009,2025-02-20,Present
A01497,S138,C015,2025-06-23,Present
A01498,S023,C017,2025-04-11,Present
A01499,S082,C020,2025-06-04,Present
A01500,S015,C012,2025-04-12,Present
A01501,S110,C012,2025-04-09,Present
A01502,S073,C012,2025-03-31,Present
A01503,S115,C018,2025-01-23,Present
A01504,S114,C014,2025-04-24,Present
A01505,S187,C014,2025-04-17,Present
A01506,S151,C020,2025-01-23,Present
A01507,S078,C016,2025-05-15,Absent
A01508,S017,C019,2025-04-07,Present
A01509,S105,C009,2025-04-17,Present
A01510,S119,C019,2025-02-05,Present
A01511,S098,C010,2025-05-22,Present
A01512,S078,C019,2025-03-19,Present
A01513,S190,C015,2025-02-27,Present
A01514,S001,C005,2025-03-09,Present
A01515,S164,C016,2025-02-01,Present
A01516,S074,C014,2025-02-15,Present
A01517,S177,C008,2025-01-08,Present
A01518,S071,C016,2025-01-18,Present
A01519,S093,C019,2025-05-04,Present
A01520,S067,C016,2025-06-27,Present
A01521,S096,C017,2025-05-28,Present
A01522,S067,C006,2025-05-29,Present
A01523,S082,C015,2025-06-27,Present
A01524,S042,C002,2025-03-11,Present
A01525,S163,C012,2025-01-13,Present
A01526,S136,C003,2025-05-12,Present
A01527,S161,C006,2025-01-25,Present
A01528,S043,C018,2025-03-24,Absent
A01529,S176,C010,2025-03-11,Present
A01530,S177,C012,2025-01-25,Present
A01531,S091,C005,2025-01-04,Present
A01532,S073,C012,2025-05-05,Present
A01533,S042,C004,2025-02-25,Present
A01534,S057,C007,2025-05-24,Present
A01535,S135,C018,2025-05-22,Present
A01536,S030,C014,2025-04-28,Absent
A01537,S030,C005,2025-01-05,Present
A01538,S080,C012,2025-02-05,Present
A01539,S153,C017,2025-03-29,Present
A01540,S078,C001,2025-01-31,Present
A01541,S178,C005,2025-06-26,Present
A01542,S033,C007,2025-02-03,Absent
A01543,S109,C004,2025-01-20,Present
A01544,S124,C014,2025-01-11,Present
A01545,S009,C017,2025-06-01,Present
A01546,S031,C009,2025-01-12,Present
A01547,S171,C001,2025-01-25,Present
A01548,S155,C007,2025-05-31,Absent
A01549,S048,C012,2025-01-08,Present
A01550,S192,C009,2025-05-29,Present
A01551,S042,C017,2025-06-06,Present
A01552,S146,C003,2025-01-26,Present
A01553,S196,C001,2025-05-16,Present
A01554,S050,C010,2025-02-13,Absent
A01555,S138,C001,2025-01-26,Absent
A01556,S130,C016,2025-04-04,Present
A01557,S048,C015,2025-06-22,Absent
A01558,S047,C012,2025-04-08,Present
A01559,S132,C008,2025-04-15,Present
A01560,S081,C004,2025-04-30,Present
A01561,S035,C016,2025-04-03,Present
A01562,S143,C002,2025-01-22,Present
A01563,S030,C013,2025-03-14,Present
A01564,S189,C010,2025-06-25,Absent
A01565,S114,C008,2025-05-22,Present
A01566,S110,C007,2025-01-18,Absent
A01567,S122,C012,2025-02-15,Present
A01568,S173,C016,2025-06-22,Present
A01569,S113,C017,2025-06-18,Present
A01570,S031,C005,2025-04-12,Present
A01571,S152,C004,2025-02-13,Present
A01572,S051,C011,2025-02-21,Present
A01573,S104,C004,2025-03-01,Present
A01574,S186,C016,2025-03-13,Present
A01575,S197,C019,2025-06-01,Present
A01576,S165,C013,2025-04-02,Present
A01577,S155,C013,2025-05-05,Present
A01578,S038,C015,2025-01-28,Present
A01579,S126,C016,2025-03-01,Present
A01580,S035,C001,2025-01-26,Present
A01581,S018,C016,2025-06-23,Present
A01582,S046,C013,2025-06-04,Present
A01583,S040,C010,2025-06-09,Present
A01584,S195,C003,2025-06-19,Present
A01585,S197,C016,2025-04-30,Present
A01586,S170,C016,2025-05-06,Present
A01587,S139,C011,2025-05-19,Present
A01588,S196,C002,2025-04-21,Absent
A01589,S031,C013,2025-04-26,Present
A01590,S097,C015,2025-04-28,Present
A01591,S046,C018,2025-06-18,Absent
A01592,S078,C006,2025-05-06,Present
A01593,S080,C013,2025-05-05,Present
A01594,S146,C016,2025-06-18,Present
A01595,S139,C019,2025-05-01,Present
A01596,S041,C017,2025-01-15,Present
A01597,S127,C019,2025-04-07,Present
A01598,S091,C010,2025-03-24,Present
A01599,S152,C002,2025-02-02,Present
A01600,S090,C019,2025-01-07,Present
A01601,S161,C011,2025-04-08,Present
A01602,S089,C012,2025-04-16,Present
A01603,S170,C008,2025-03-05,Present
A01604,S080,C019,2025-01-22,Absent
A01605,S017,C010,2025-01-30,Present
A01606,S006,C018,2025-03-25,Present
A01607,S169,C014,2025-05-26,Present
A01608,S108,C009,2025-01-06,Present
A01609,S151,C001,2025-03-23,Present
A01610,S100,C011,2025-05-27,Present
A01611,S126,C004,2025-06-26,Present
A01612,S087,C016,2025-05-09,Present
A01613,S171,C011,2025-02-12,Present
A01614,S094,C014,2025-02-21,Present
A01615,S020,C018,2025-02-24,Present
A01616,S013,C010,2025-05-27,Present
A01617,S058,C020,2025-01-24,Present
A01618,S149,C004,2025-06-01,Present
A01619,S018,C019,2025-05-16,Present
A01620,S054,C012,2025-01-20,Present
A01621,S078,C017,2025-03-18,Present
A01622,S139,C011,2025-02-21,Present
A01623,S065,C020,2025-05-12,Present
A01624,S196,C018,2025-02-16,Absent
A01625,S161,C017,2025-02-17,Present
A01626,S055,C015,2025-03-10,Absent
A01627,S137,C020,2025-04-22,Absent
A01628,S187,C002,2025-05-14,Present
A01629,S119,C005,2025-03-03,Present
A01630,S176,C010,2025-04-22,Present
A01631,S017,C007,2025-04-16,Present
A01632,S074,C006,2025-03-07,Present
A01633,S061,C013,2025-03-03,Present
A01634,S050,C001,2025-03-04,Present
A01635,S080,C015,2025-05-05,Present
A01636,S112,C014,2025-06-15,Absent
A01637,S052,C006,2025-03-11,Present
A01638,S067,C009,2025-06-18,Present
A01639,S165,C002,2025-05-05,Present
A01640,S015,C003,2025-03-22,Present
A01641,S017,C014,2025-04-04,Present
A01642,S024,C013,2025-02-05,Present
A01643,S147,C017,2025-01-31,Present
A01644,S149,C017,2025-03-06,Present
A01645,S024,C008,2025-06-03,Present
A01646,S081,C011,2025-05-30,Present
A01647,S192,C008,2025-04-19,Present
A01648,S028,C006,2025-02-24,Absent
A01649,S113,C014,2025-03-07,Absent
A01650,S015,C016,2025-05-17,Present
A01651,S029,C011,2025-05-20,Present
A01652,S175,C008,2025-03-13,Absent
A01653,S038,C012,2025-05-02,Present
A01654,S079,C001,2025-06-15,Absent
A01655,S156,C002,2025-06-19,Present
A01656,S014,C008,2025-03-06,Present
A01657,S080,C012,2025-06-25,Present
A01658,S061,C015,2025-04-10,Present
A01659,S101,C009,2025-03-19,Present
A01660,S194,C008,2025-03-18,Present
A01661,S042,C015,2025-06-11,Present
A01662,S197,C014,2025-01-09,Present
A01663,S021,C016,2025-05-01,Present
A01664,S086,C014,2025-01-26,Present
A01665,S179,C009,2025-05-10,Present
A01666,S108,C020,2025-05-21,Present
A01667,S117,C001,2025-01-14,Present
A01668,S048,C015,2025-06-14,Present
A01669,S103,C007,2025-06-10,Present
A01670,S148,C003,2025-01-29,Present
A01671,S133,C005,2025-06-02,Present
A01672,S082,C015,2025-05-03,Absent
A01673,S035,C009,2025-02-14,Present
A01674,S084,C010,2025-02-20,Present
A01675,S095,C006,2025-04-11,Absent
A01676,S147,C008,2025-01-06,Absent
A01677,S143,C020,2025-06-10,Present
A01678,S023,C015,2025-02-20,Present
A01679,S044,C002,2025-04-13,Present
A01680,S154,C009,2025-02-08,Present
A01681,S095,C006,2025-05-26,Present
A01682,S184,C017,2025-04-22,Present
A01683,S117,C016,2025-01-31,Present
A01684,S053,C007,2025-03-10,Present
A01685,S127,C013,2025-02-03,Present
A01686,S053,C020,2025-02-25,Absent
A01687,S073,C007,2025-04-18,Present
A01688,S038,C001,2025-03-16,Absent
A01689,S061,C020,2025-04-26,Absent
A01690,S095,C019,2025-06-25,Present
A01691,S022,C001,2025-05-01,Present
A01692,S083,C013,2025-06-25,Present
A01693,S099,C014,2025-06-02,Present
A01694,S025,C018,2025-01-16,Present
A01695,S061,C016,2025-04-01,Absent
A01696,S172,C020,2025-01-12,Present
A01697,S130,C020,2025-04-08,Present
A01698,S102,C012,2025-02-03,Absent
A01699,S144,C002,2025-05-29,Present
A01700,S044,C017,2025-05-07,Absent
A01701,S120,C005,2025-01-23,Present
A01702,S136,C014,2025-02-06,Present
A01703,S081,C002,2025-02-02,Present
A01704,S072,C012,2025-04-21,Present
A01705,S068,C020,2025-03-09,Present
A01706,S112,C006,2025-03-22,Present
A01707,S126,C005,2025-05-23,Absent
A01708,S169,C015,2025-01-14,Present
A01709,S014,C008,2025-02-16,Present
A01710,S067,C006,2025-06-30,Present
A01711,S030,C016,2025-01-11,Present
A01712,S182,C018,2025-05-05,Present
A01713,S029,C005,2025-02-01,Present
A01714,S053,C010,2025-02-16,Present
A01715,S192,C017,2025-03-11,Present
A01716,S170,C019,2025-02-24,Present
A01717,S002,C017,2025-05-27,Present
A01718,S020,C008,2025-05-08,Present
A01719,S085,C001,2025-03-14,Present
A01720,S175,C004,2025-04-11,Present
A01721,S028,C011,2025-02-09,Present
A01722,S118,C016,2025-04-27,Present
A01723,S069,C020,2025-06-18,Present
A01724,S012,C020,2025-04-26,Present
A01725,S188,C019,2025-02-03,Present
A01726,S013,C010,2025-03-24,Present
A01727,S191,C003,2025-05-21,Absent
A01728,S098,C003,2025-04-13,Present
A01729,S062,C013,2025-01-23,Present
A01730,S054,C006,2025-04-10,Present
A01731,S073,C005,2025-01-31,Present
A01732,S111,C010,2025-06-25,Present
A01733,S092,C004,2025-04-05,Present
A01734,S126,C015,2025-04-10,Present
A01735,S145,C020,2025-04-19,Present
A01736,S109,C012,2025-06-07,Present
A01737,S162,C014,2025-01-24,Present
A01738,S088,C015,2025-06-23,Present
A01739,S176,C005,2025-05-07,Present
A01740,S166,C017,2025-01-22,Present
A01741,S112,C003,2025-05-03,Present
A01742,S033,C010,2025-03-05,Present
A01743,S076,C019,2025-01-13,Present
A01744,S012,C017,2025-01-28,Present
A01745,S106,C004,2025-04-29,Present
A01746,S146,C009,2025-04-01,Present
A01747,S021,C017,2025-01-05,Present
A01748,S170,C015,2025-02-15,Present
A01749,S101,C002,2025-01-22,Present
A01750,S181,C010,2025-03-22,Present
A01751,S117,C015,2025-06-09,Present
A01752,S088,C006,2025-02-24,Present
A01753,S192,C020,2025-03-08,Absent
A01754,S028,C014,2025-05-17,Present
A01755,S102,C004,2025-01-04,Present
A01756,S123,C015,2025-06-27,Present
A01757,S169,C020,2025-05-05,Present
A01758,S158,C012,2025-06-26,Present
A01759,S177,C013,2025-03-19,Present
A01760,S035,C001,2025-02-18,Present
A01761,S005,C007,2025-01-07,Present
A01762,S167,C005,2025-06-16,Present
A01763,S161,C018,2025-02-18,Present
A01764,S198,C015,2025-02-07,Present
A01765,S006,C004,2025-02-12,Absent
A01766,S190,C015,2025-05-05,Present
A01767,S116,C019,2025-03-04,Present
A01768,S146,C013,2025-01-14,Present
A01769,S027,C014,2025-04-17,Present
A01770,S189,C019,2025-06-02,Present
A01771,S075,C002,2025-05-05,Present
A01772,S132,C019,2025-06-06,Absent
A01773,S125,C008,2025-01-16,Present
A01774,S109,C019,2025-03-22,Present
A01775,S069,C014,2025-05-02,Present
A01776,S160,C012,2025-04-25,Present
A01777,S006,C006,2025-03-15,Present
A01778,S121,C012,2025-04-23,Present
A01779,S057,C019,2025-06-25,Present
A01780,S155,C015,2025-02-03,Absent
A01781,S186,C013,2025-04-17,Present
A01782,S173,C012,2025-05-01,Present
A01783,S042,C020,2025-02-23,Present
A01784,S192,C003,2025-06-20,Present
A01785,S045,C007,2025-02-10,Present
A01786,S026,C014,2025-05-07,Present
A01787,S054,C018,2025-01-13,Absent
A01788,S092,C009,2025-04-02,Present
A01789,S045,C017,2025-01-09,Present
A01790,S087,C014,2025-01-30,Present
A01791,S031,C018,2025-02-27,Present
A01792,S088,C012,2025-01-12,Present
A01793,S143,C009,2025-02-08,Absent
A01794,S132,C020,2025-06-21,Present
A01795,S013,C015,2025-04-28,Absent
A01796,S194,C004,2025-01-28,Present
A01797,S157,C004,2025-05-24,Present
A01798,S027,C006,2025-06-11,Present
A01799,S053,C012,2025-02-10,Present
A01800,S182,C015,2025-05-10,Present
A01801,S026,C005,2025-06-15,Present
A01802,S036,C004,2025-02-21,Present
A01803,S107,C001,2025-03-04,Present
A01804,S122,C011,2025-03-15,Present
A01805,S022,C009,2025-04-06,Present
A01806,S107,C012,2025-06-11,Present
A01807,S039,C017,2025-04-18,Present
A01808,S036,C014,2025-04-16,Absent
A01809,S118,C017,2025-06-24,Present
A01810,S008,C015,2025-02-07,Present
A01811,S184,C017,2025-01-18,Present
A01812,S081,C013,2025-02-12,Present
A01813,S101,C002,2025-06-19,Absent
A01814,S039,C019,2025-01-15,Absent
A01815,S183,C017,2025-03-17,Present
A01816,S175,C018,2025-03-19,Present
A01817,S081,C012,2025-01-03,Present
A01818,S136,C020,2025-02-07,Present
A01819,S115,C007,2025-05-20,Present
A01820,S159,C015,2025-06-28,Present
A01821,S167,C013,2025-02-20,Absent
A01822,S022,C002,2025-05-18,Present
A01823,S186,C005,2025-05-14,Absent
A01824,S073,C007,2025-01-24,Present
A01825,S080,C017,2025-03-29,Present
A01826,S041,C001,2025-01-08,Absent
A01827,S139,C019,2025-03-08,Present
A01828,S199,C010,2025-04-19,Absent
A01829,S029,C002,2025-04-06,Present
A01830,S130,C012,2025-02-01,Present
A01831,S167,C004,2025-04-25,Present
A01832,S189,C001,2025-04-27,Present
A01833,S061,C019,2025-05-25,Present
A01834,S161,C018,2025-06-02,Present
A01835,S077,C010,2025-06-20,Present
A01836,S184,C019,2025-06-22,Present
A01837,S097,C017,2025-03-05,Present
A01838,S133,C019,2025-02-19,Present
A01839,S093,C015,2025-01-26,Present
A01840,S109,C014,2025-01-21,Present
A01841,S109,C005,2025-05-02,Present
A01842,S020,C012,2025-06-23,Present
A01843,S151,C018,2025-05-13,Present
A01844,S068,C019,2025-05-08,Present
A01845,S113,C016,2025-04-17,Present
A01846,S037,C017,2025-02-02,Present
A01847,S118,C005,2025-06-30,Present
A01848,S136,C004,2025-06-27,Present
A01849,S122,C002,2025-02-10,Absent
A01850,S095,C004,2025-06-04,Absent
A01851,S029,C004,2025-04-05,Present
A01852,S011,C017,2025-02-09,Present
A01853,S079,C012,2025-03-19,Present
A01854,S008,C005,2025-02-06,Present
A01855,S108,C002,2025-03-20,Absent
A01856,S056,C006,2025-05-06,Present
A01857,S141,C012,2025-01-18,Absent
A01858,S107,C016,2025-05-27,Present
A01859,S116,C011,2025-04-07,Present
A01860,S185,C020,2025-02-03,Present
A01861,S130,C015,2025-04-26,Present
A01862,S039,C011,2025-01-23,Present
A01863,S171,C020,2025-04-15,Present
A01864,S102,C011,2025-05-19,Present
A01865,S172,C015,2025-03-13,Present
A01866,S043,C001,2025-05-27,Present
A01867,S198,C010,2025-05-24,Present
A01868,S165,C018,2025-01-22,Present
A01869,S159,C018,2025-05-28,Present
A01870,S146,C017,2025-02-18,Present
A01871,S129,C001,2025-01-31,Present
A01872,S137,C006,2025-01-05,Present
A01873,S053,C008,2025-06-30,Present
A01874,S149,C015,2025-01-22,Present
A01875,S156,C011,2025-04-13,Present
A01876,S126,C001,2025-03-29,Present
A01877,S107,C001,2025-05-16,Present
A01878,S066,C003,2025-01-30,Absent
A01879,S139,C006,2025-03-15,Present
A01880,S066,C003,2025-02-09,Present
A01881,S105,C006,2025-01-16,Present
A01882,S084,C006,2025-01-07,Present
A01883,S077,C013,2025-01-26,Present
A01884,S106,C011,2025-03-08,Present
A01885,S031,C002,2025-02-21,Present
A01886,S153,C019,2025-03-02,Present
A01887,S193,C017,2025-04-09,Absent
A01888,S069,C002,2025-03-23,Present
A01889,S105,C003,2025-05-04,Present
A01890,S163,C008,2025-01-05,Present
A01891,S151,C004,2025-03-05,Present
A01892,S167,C005,2025-03-19,Present
A01893,S115,C003,2025-06-12,Present
A01894,S037,C012,2025-05-19,Absent
A01895,S063,C018,2025-04-19,Absent
A01896,S143,C015,2025-01-11,Present
A01897,S119,C020,2025-03-16,Present
A01898,S043,C001,2025-01-16,Absent
A01899,S124,C009,2025-06-03,Present
A01900,S175,C013,2025-03-31,Present
A01901,S055,C019,2025-05-11,Present
A01902,S042,C018,2025-05-25,Present
A01903,S023,C013,2025-06-28,Present
A01904,S036,C018,2025-03-13,Absent
A01905,S054,C020,2025-05-10,Absent
A01906,S082,C011,2025-06-12,Present
A01907,S193,C015,2025-03-11,Present
A01908,S083,C011,2025-02-23,Present
A01909,S154,C011,2025-01-05,Absent
A01910,S035,C001,2025-06-05,Present
A01911,S003,C006,2025-04-16,Present
A01912,S179,C016,2025-04-11,Present
A01913,S167,C003,2025-05-18,Present
A01914,S172,C015,2025-06-22,Present
A01915,S097,C020,2025-04-02,Present
A01916,S197,C001,2025-02-01,Present
A01917,S050,C015,2025-01-03,Present
A01918,S006,C009,2025-06-24,Absent
A01919,S092,C007,2025-01-24,Present
A01920,S161,C010,2025-02-26,Present
A01921,S127,C012,2025-01-10,Present
A01922,S181,C020,2025-02-23,Present
A01923,S164,C013,2025-01-29,Absent
A01924,S146,C017,2025-05-07,Present
A01925,S050,C019,2025-06-22,Present
A01926,S145,C006,2025-01-17,Present
A01927,S191,C003,2025-02-02,Present
A01928,S146,C008,2025-05-14,Present
A01929,S071,C007,2025-06-23,Present
A01930,S178,C018,2025-06-07,Present
A01931,S144,C015,2025-01-01,Absent
A01932,S165,C002,2025-03-24,Present
A01933,S105,C009,2025-02-01,Present
A01934,S120,C016,2025-04-03,Present
A01935,S012,C008,2025-01-13,Present
A01936,S108,C018,2025-04-25,Present
A01937,S101,C007,2025-03-27,Present
A01938,S147,C001,2025-02-27,Absent
A01939,S109,C003,2025-03-05,Present
A01940,S085,C010,2025-01-17,Present
A01941,S025,C001,2025-05-03,Present
A01942,S007,C019,2025-06-10,Absent
A01943,S065,C008,2025-01-28,Present
A01944,S088,C002,2025-03-27,Present
A01945,S061,C003,2025-06-03,Present
A01946,S196,C004,2025-06-10,Present
A01947,S032,C003,2025-01-16,Absent
A01948,S097,C011,2025-06-27,Present
A01949,S033,C002,2025-04-24,Present
A01950,S157,C014,2025-01-17,Present
A01951,S015,C018,2025-01-14,Present
A01952,S098,C013,2025-01-25,Present
A01953,S106,C008,2025-06-03,Present
A01954,S160,C001,2025-04-27,Present
A01955,S110,C020,2025-06-08,Present
A01956,S167,C001,2025-04-27,Present
A01957,S151,C007,2025-01-28,Present
A01958,S153,C003,2025-06-01,Present
A01959,S050,C019,2025-02-02,Present
A01960,S066,C012,2025-04-18,Present
A01961,S159,C015,2025-02-17,Present
A01962,S012,C002,2025-02-02,Present
A01963,S112,C017,2025-06-16,Present
A01964,S080,C019,2025-05-19,Present
A01965,S038,C016,2025-03-21,Present
A01966,S075,C012,2025-01-03,Present
A01967,S169,C005,2025-01-15,Present
A01968,S144,C002,2025-04-19,Present
A01969,S052,C007,2025-01-18,Present
A01970,S171,C016,2025-06-27,Present
A01971,S120,C020,2025-06-27,Present
A01972,S149,C019,2025-03-27,Present
A01973,S108,C011,2025-02-11,Present
A01974,S011,C016,2025-02-26,Absent
A01975,S164,C008,2025-06-27,Present
A01976,S160,C007,2025-03-03,Present
A01977,S197,C011,2025-04-07,Present
A01978,S048,C001,2025-04-03,Present
A01979,S092,C001,2025-05-23,Present
A01980,S075,C015,2025-02-19,Present
A01981,S196,C012,2025-01-12,Absent
A01982,S051,C007,2025-03-14,Present
A01983,S068,C006,2025-03-28,Present
A01984,S063,C006,2025-02-20,Present
A01985,S068,C004,2025-01-06,Present
A01986,S036,C013,2025-06-17,Present
A01987,S029,C011,2025-02-23,Present
A01988,S062,C012,2025-04-06,Present
A01989,S135,C020,2025-04-22,Absent
A01990,S017,C004,2025-02-06,Absent
A01991,S034,C007,2025-02-19,Present
A01992,S178,C012,2025-03-23,Present
A01993,S163,C008,2025-01-12,Present
A01994,S151,C007,2025-05-18,Present
A01995,S039,C011,2025-03-05,Present
A01996,S072,C005,2025-05-11,Absent
A01997,S126,C007,2025-01-21,Present
A01998,S170,C020,2025-01-17,Present
A01999,S100,C017,2025-04-06,Present
A02000,S119,C006,2025-03-24,Present
